date,item_id,price
2025-04-16,食044,30.74
2025-04-16,食045,72.79
2025-04-16,食046,37.99
2025-04-16,食047,56.9
2025-04-16,食048,56.98
2025-04-16,食049,26.6
2025-04-16,家000,100.44
2025-04-16,家001,82.4
2025-04-16,家002,89.42
2025-04-16,家003,89.63
2025-04-16,家004,62.72
2025-04-16,家005,94.0
2025-04-16,家006,18.31
2025-04-16,家007,31.31
2025-04-16,家008,14.62
2025-04-16,家009,39.25
2025-04-16,家010,44.14
2025-04-16,家011,36.44
2025-04-16,家012,84.62
2025-04-16,家013,42.1
2025-04-16,家014,36.07
2025-04-16,家015,58.63
2025-04-16,家016,23.14
2025-04-16,家017,82.57
2025-04-16,家018,18.97
2025-04-16,家019,98.2
2025-04-16,家020,80.53
2025-04-16,家021,27.31
2025-04-16,家022,10.55
2025-04-16,家023,89.65
2025-04-16,家024,71.62
2025-04-16,家025,74.67
2025-04-16,家026,80.18
2025-04-16,家027,16.11
2025-04-16,家028,39.87
2025-04-16,家029,19.3
2025-04-16,家030,87.09
2025-04-16,家031,66.2
2025-04-16,家032,44.25
2025-04-16,家033,16.05
2025-04-16,家034,37.42
2025-04-16,家035,37.85
2025-04-16,家036,70.37
2025-04-16,家037,68.99
2025-04-16,家038,88.72
2025-04-16,家039,52.27
2025-04-16,家040,19.77
2025-04-16,家041,75.92
2025-04-16,家042,72.68
2025-04-16,家043,61.11
2025-04-16,家044,79.12
2025-04-16,家045,51.87
2025-04-16,家046,59.14
2025-04-16,家047,47.51
2025-04-16,家048,11.8
2025-04-16,家049,20.83
2025-04-16,数000,13.24
2025-04-16,数001,70.41
2025-04-16,数002,35.97
2025-04-16,数003,53.65
2025-04-16,数004,94.86
2025-04-16,数005,30.76
2025-04-16,数006,46.77
2025-04-16,数007,76.94
2025-04-16,数008,31.49
2025-04-16,数009,16.92
2025-04-16,数010,31.89
2025-04-16,数011,23.91
2025-04-16,数012,92.65
2025-04-16,数013,79.11
2025-04-16,数014,71.58
2025-04-16,数015,86.56
2025-04-16,数016,79.95
2025-04-16,数017,26.43
2025-04-16,数018,93.46
2025-04-16,数019,52.15
2025-04-16,数020,81.67
2025-04-16,数021,94.39
2025-04-16,数022,39.33
2025-04-16,数023,20.03
2025-04-16,数024,31.23
2025-04-16,数025,48.01
2025-04-16,数026,91.54
2025-04-16,数027,89.36
2025-04-16,数028,10.62
2025-04-16,数029,55.44
2025-04-16,数030,47.43
2025-04-16,数031,29.05
2025-04-16,数032,21.62
2025-04-16,数033,36.4
2025-04-16,数034,92.6
2025-04-16,数035,38.49
2025-04-16,数036,60.06
2025-04-16,数037,73.8
2025-04-16,数038,42.45
2025-04-16,数039,100.28
2025-04-16,数040,95.13
2025-04-16,数041,32.63
2025-04-16,数042,57.87
2025-04-16,数043,36.9
2025-04-16,数044,35.46
2025-04-16,数045,13.37
2025-04-16,数046,64.7
2025-04-16,数047,53.95
2025-04-16,数048,14.67
2025-04-16,数049,36.46
2025-04-16,服000,89.87
2025-04-16,服001,32.68
2025-04-16,服002,22.58
2025-04-16,服003,53.45
2025-04-16,服004,100.67
2025-04-16,服005,30.41
2025-04-16,服006,71.75
2025-04-16,服007,76.12
2025-04-16,服008,31.44
2025-04-16,服009,77.91
2025-04-16,服010,43.85
2025-04-16,服011,66.67
2025-04-16,服012,68.44
2025-04-16,服013,59.58
2025-04-16,服014,18.77
2025-04-16,服015,81.91
2025-04-16,服016,39.37
2025-04-16,服017,27.28
2025-04-16,服018,13.02
2025-04-16,服019,65.36
2025-04-16,服020,67.86
2025-04-16,服021,12.42
2025-04-16,服022,53.15
2025-04-16,服023,27.69
2025-04-16,服024,66.99
2025-04-16,服025,26.34
2025-04-16,服026,74.11
2025-04-16,服027,44.41
2025-04-16,服028,96.08
2025-04-16,服029,20.69
2025-04-16,服030,40.71
2025-04-16,服031,19.08
2025-04-16,服032,94.07
2025-04-16,服033,88.69
2025-04-16,服034,31.56
2025-04-16,服035,67.94
2025-04-16,服036,87.14
2025-04-16,服037,57.93
2025-04-16,服038,57.66
2025-04-16,服039,30.91
2025-04-16,服040,18.81
2025-04-16,服041,93.23
2025-04-16,服042,83.1
2025-04-16,服043,65.83
2025-04-16,服044,39.42
2025-04-16,服045,39.44
2025-04-16,服046,74.53
2025-04-16,服047,88.53
2025-04-16,服048,90.91
2025-04-16,服049,83.35
2025-04-17,食000,45.46
2025-04-17,食001,96.5
2025-04-17,食002,77.28
2025-04-17,食003,59.88
2025-04-17,食004,25.0
2025-04-17,食005,23.86
2025-04-17,食006,15.0
2025-04-17,食007,86.36
2025-04-17,食008,63.74
2025-04-17,食009,83.85
2025-04-17,食010,12.54
2025-04-17,食011,95.1
2025-04-17,食012,92.4
2025-04-17,食013,28.76
2025-04-17,食014,25.53
2025-04-17,食015,27.18
2025-04-17,食016,35.13
2025-04-17,食017,54.06
2025-04-17,食018,47.63
2025-04-17,食019,37.66
2025-04-17,食020,68.41
2025-04-17,食021,23.29
2025-04-17,食022,39.93
2025-04-17,食023,40.17
2025-04-17,食024,52.77
2025-04-17,食025,86.6
2025-04-17,食026,28.26
2025-04-17,食027,61.44
2025-04-17,食028,63.52
2025-04-17,食029,13.4
2025-04-17,食030,59.73
2025-04-17,食031,27.03
2025-04-17,食032,15.47
2025-04-17,食033,98.61
2025-04-17,食034,97.92
2025-04-17,食035,85.0
2025-04-17,食036,38.44
2025-04-17,食037,17.17
2025-04-17,食038,68.87
2025-04-17,食039,50.9
2025-04-17,食040,20.57
2025-04-17,食041,55.97
2025-04-17,食042,14.05
2025-04-17,食043,90.19
2025-04-17,食044,30.49
2025-04-17,食045,70.65
2025-04-17,食046,37.48
2025-04-17,食047,57.54
2025-04-17,食048,58.27
2025-04-17,食049,25.86
2025-04-17,家000,103.06
2025-04-17,家001,85.75
2025-04-17,家002,90.53
2025-04-17,家003,94.68
2025-04-17,家004,61.27
2025-04-17,家005,90.49
2025-04-17,家006,17.33
2025-04-17,家007,32.71
2025-04-17,家008,14.9
2025-04-17,家009,39.18
2025-04-17,家010,44.51
2025-04-17,家011,35.21
2025-04-17,家012,90.83
2025-04-17,家013,42.26
2025-04-17,家014,36.19
2025-04-17,家015,59.9
2025-04-17,家016,23.48
2025-04-17,家017,83.12
2025-04-17,家018,18.52
2025-04-17,家019,99.59
2025-04-17,家020,85.08
2025-04-17,家021,28.41
2025-04-17,家022,11.05
2025-04-17,家023,88.28
2025-04-17,家024,69.5
2025-04-17,家025,74.39
2025-04-17,家026,80.31
2025-04-17,家027,16.64
2025-04-17,家028,37.84
2025-04-17,家029,20.19
2025-04-17,家030,86.68
2025-04-17,家031,65.35
2025-04-17,家032,42.9
2025-04-17,家033,15.26
2025-04-17,家034,38.35
2025-04-17,家035,37.93
2025-04-17,家036,67.65
2025-04-17,家037,66.31
2025-04-17,家038,87.83
2025-04-17,家039,54.88
2025-04-17,家040,19.62
2025-04-17,家041,72.49
2025-04-17,家042,72.15
2025-04-17,家043,60.61
2025-04-17,家044,72.72
2025-04-17,家045,51.79
2025-04-17,家046,58.73
2025-04-17,家047,48.5
2025-04-17,家048,12.46
2025-04-17,家049,21.54
2025-04-17,数000,13.14
2025-04-17,数001,68.07
2025-04-17,数002,38.74
2025-04-17,数003,53.75
2025-04-17,数004,94.9
2025-04-17,数005,30.74
2025-04-17,数006,47.05
2025-04-17,数007,76.61
2025-04-17,数008,30.95
2025-04-17,数009,16.64
2025-04-17,数010,31.85
2025-04-17,数011,23.52
2025-04-17,数012,90.67
2025-04-17,数013,79.36
2025-04-17,数014,71.04
2025-04-17,数015,90.47
2025-04-17,数016,73.59
2025-04-17,数017,27.3
2025-04-17,数018,96.95
2025-04-17,数019,48.91
2025-04-17,数020,80.83
2025-04-17,数021,93.34
2025-04-17,数022,37.67
2025-04-17,数023,19.56
2025-04-17,数024,30.19
2025-04-17,数025,50.54
2025-04-17,数026,94.11
2025-04-17,数027,92.77
2025-04-17,数028,10.85
2025-04-17,数029,53.56
2025-04-17,数030,46.68
2025-04-17,数031,29.48
2025-04-17,数032,20.82
2025-04-17,数033,37.18
2025-04-17,数034,91.93
2025-04-17,数035,38.05
2025-04-17,数036,61.34
2025-04-17,数037,74.79
2025-04-17,数038,41.99
2025-04-17,数039,103.77
2025-04-17,数040,92.05
2025-04-17,数041,33.23
2025-04-17,数042,58.9
2025-04-17,数043,36.55
2025-04-17,数044,35.81
2025-04-17,数045,12.86
2025-04-17,数046,66.49
2025-04-17,数047,53.65
2025-04-17,数048,14.44
2025-04-17,数049,37.61
2025-04-17,服000,87.97
2025-04-17,服001,31.3
2025-04-17,服002,21.52
2025-04-17,服003,54.42
2025-04-17,服004,96.8
2025-04-17,服005,32.01
2025-04-17,服006,67.27
2025-04-17,服007,80.0
2025-04-17,服008,31.63
2025-04-17,服009,77.69
2025-04-17,服010,43.13
2025-04-17,服011,67.47
2025-04-17,服012,68.36
2025-04-17,服013,61.55
2025-04-17,服014,18.84
2025-04-17,服015,82.28
2025-04-17,服016,38.94
2025-04-17,服017,27.24
2025-04-17,服018,13.14
2025-04-17,服019,62.0
2025-04-17,服020,65.12
2025-04-17,服021,12.7
2025-04-17,服022,53.42
2025-04-17,服023,27.54
2025-04-17,服024,67.03
2025-04-17,服025,26.62
2025-04-17,服026,72.91
2025-04-17,服027,43.38
2025-04-17,服028,96.64
2025-04-17,服029,20.08
2025-04-17,服030,41.21
2025-04-17,服031,18.11
2025-04-17,服032,96.98
2025-04-17,服033,89.95
2025-04-17,服034,31.8
2025-04-17,服035,69.94
2025-04-17,服036,91.49
2025-04-17,服037,59.7
2025-04-17,服038,54.47
2025-04-17,服039,29.73
2025-04-17,服040,18.46
2025-04-17,服041,93.31
2025-04-17,服042,84.39
2025-04-17,服043,64.4
2025-04-17,服044,39.64
2025-04-17,服045,38.54
2025-04-17,服046,73.17
2025-04-17,服047,84.79
2025-04-17,服048,88.39
2025-04-17,服049,79.97
2025-04-18,食000,44.13
2025-04-18,食001,99.55
2025-04-18,食002,75.08
2025-04-18,食003,64.61
2025-04-18,食004,25.37
2025-04-18,食005,23.99
2025-04-18,食006,14.61
2025-04-18,食007,88.17
2025-04-18,食008,62.64
2025-04-18,食009,84.16
2025-04-18,食010,13.51
2025-04-18,食011,94.83
2025-04-18,食012,95.58
2025-04-18,食013,28.15
2025-04-18,食014,25.51
2025-04-18,食015,28.62
2025-04-18,食016,34.47
2025-04-18,食017,57.0
2025-04-18,食018,48.64
2025-04-18,食019,37.02
2025-04-18,食020,69.7
2025-04-18,食021,23.97
2025-04-18,食022,40.67
2025-04-18,食023,38.28
2025-04-18,食024,51.62
2025-04-18,食025,85.96
2025-04-18,食026,28.2
2025-04-18,食027,62.58
2025-04-18,食028,63.86
2025-04-18,食029,12.86
2025-04-18,食030,60.41
2025-04-18,食031,27.53
2025-04-18,食032,15.73
2025-04-18,食033,101.81
2025-04-18,食034,100.37
2025-04-18,食035,86.17
2025-04-18,食036,38.36
2025-04-18,食037,16.32
2025-04-18,食038,69.75
2025-04-18,食039,51.22
2025-04-18,食040,20.74
2025-04-18,食041,53.82
2025-04-18,食042,13.6
2025-04-18,食043,93.04
2025-04-18,食044,30.46
2025-04-18,食045,72.1
2025-04-18,食046,37.51
2025-04-18,食047,57.59
2025-04-18,食048,59.91
2025-04-18,食049,25.46
2025-04-18,家000,103.36
2025-04-18,家001,84.56
2025-04-18,家002,89.35
2025-04-18,家003,93.8
2025-04-18,家004,61.67
2025-04-18,家005,89.19
2025-04-18,家006,17.98
2025-04-18,家007,31.84
2025-04-18,家008,14.82
2025-04-18,家009,38.67
2025-04-18,家010,46.44
2025-04-18,家011,35.42
2025-04-18,家012,93.64
2025-04-18,家013,40.38
2025-04-18,家014,36.48
2025-04-18,家015,61.5
2025-04-18,家016,23.54
2025-04-18,家017,85.78
2025-04-18,家018,18.24
2025-04-18,家019,103.8
2025-04-18,家020,90.95
2025-04-18,家021,28.1
2025-04-18,家022,10.91
2025-04-18,家023,92.13
2025-04-18,家024,72.79
2025-04-18,家025,73.22
2025-04-18,家026,79.3
2025-04-18,家027,16.49
2025-04-18,家028,36.32
2025-04-18,家029,19.63
2025-04-18,家030,84.07
2025-04-18,家031,63.85
2025-04-18,家032,42.86
2025-04-18,家033,15.36
2025-04-18,家034,40.13
2025-04-18,家035,36.8
2025-04-18,家036,69.65
2025-04-18,家037,65.88
2025-04-18,家038,87.7
2025-04-18,家039,56.0
2025-04-18,家040,18.96
2025-04-18,家041,73.32
2025-04-18,家042,72.51
2025-04-18,家043,61.51
2025-04-18,家044,73.35
2025-04-18,家045,55.6
2025-04-18,家046,57.61
2025-04-18,家047,47.73
2025-04-18,家048,12.22
2025-04-18,家049,21.18
2025-04-18,数000,12.88
2025-04-18,数001,70.5
2025-04-18,数002,40.39
2025-04-18,数003,52.83
2025-04-18,数004,92.53
2025-04-18,数005,31.17
2025-04-18,数006,46.27
2025-04-18,数007,78.07
2025-04-18,数008,31.14
2025-04-18,数009,15.88
2025-04-18,数010,33.33
2025-04-18,数011,24.79
2025-04-18,数012,89.0
2025-04-18,数013,78.44
2025-04-18,数014,71.64
2025-04-18,数015,91.37
2025-04-18,数016,75.05
2025-04-18,数017,28.94
2025-04-18,数018,96.44
2025-04-18,数019,47.74
2025-04-18,数020,77.48
2025-04-18,数021,91.3
2025-04-18,数022,37.63
2025-04-18,数023,20.62
2025-04-18,数024,29.72
2025-04-18,数025,50.87
2025-04-18,数026,94.06
2025-04-18,数027,96.07
2025-04-18,数028,11.67
2025-04-18,数029,52.71
2025-04-18,数030,46.0
2025-04-18,数031,30.4
2025-04-18,数032,21.25
2025-04-18,数033,39.24
2025-04-18,数034,93.54
2025-04-18,数035,37.64
2025-04-18,数036,62.43
2025-04-18,数037,77.28
2025-04-18,数038,43.02
2025-04-18,数039,105.35
2025-04-18,数040,94.99
2025-04-18,数041,34.4
2025-04-18,数042,61.34
2025-04-18,数043,37.26
2025-04-18,数044,35.63
2025-04-18,数045,12.92
2025-04-18,数046,68.9
2025-04-18,数047,52.34
2025-04-18,数048,14.6
2025-04-18,数049,37.17
2025-04-18,服000,88.04
2025-04-18,服001,32.5
2025-04-18,服002,21.65
2025-04-18,服003,54.5
2025-04-18,服004,92.85
2025-04-18,服005,32.73
2025-04-18,服006,68.57
2025-04-18,服007,85.19
2025-04-18,服008,31.34
2025-04-18,服009,78.2
2025-04-18,服010,43.46
2025-04-18,服011,70.67
2025-04-18,服012,68.16
2025-04-18,服013,62.06
2025-04-18,服014,19.18
2025-04-18,服015,82.74
2025-04-18,服016,38.41
2025-04-18,服017,27.4
2025-04-18,服018,13.57
2025-04-18,服019,60.09
2025-04-18,服020,65.38
2025-04-18,服021,12.43
2025-04-18,服022,55.34
2025-04-18,服023,26.28
2025-04-18,服024,65.9
2025-04-18,服025,26.92
2025-04-18,服026,76.33
2025-04-18,服027,43.29
2025-04-18,服028,95.03
2025-04-18,服029,21.22
2025-04-18,服030,39.42
2025-04-18,服031,16.91
2025-04-18,服032,98.26
2025-04-18,服033,88.6
2025-04-18,服034,30.82
2025-04-18,服035,71.43
2025-04-18,服036,92.16
2025-04-18,服037,58.69
2025-04-18,服038,52.38
2025-04-18,服039,30.51
2025-04-18,服040,18.82
2025-04-18,服041,93.03
2025-04-18,服042,89.06
2025-04-18,服043,62.33
2025-04-18,服044,37.83
2025-04-18,服045,37.74
2025-04-18,服046,73.07
2025-04-18,服047,85.41
2025-04-18,服048,87.75
2025-04-18,服049,80.81
2025-04-19,食000,42.47
2025-04-19,食001,103.86
2025-04-19,食002,74.89
2025-04-19,食003,66.78
2025-04-19,食004,25.63
2025-04-19,食005,24.32
2025-04-19,食006,14.86
2025-04-19,食007,89.36
2025-04-19,食008,63.85
2025-04-19,食009,87.52
2025-04-19,食010,13.59
2025-04-19,食011,96.84
2025-04-19,食012,95.33
2025-04-19,食013,29.37
2025-04-19,食014,24.99
2025-04-19,食015,30.17
2025-04-19,食016,34.42
2025-04-19,食017,54.55
2025-04-19,食018,48.83
2025-04-19,食019,36.26
2025-04-19,食020,71.46
2025-04-19,食021,23.5
2025-04-19,食022,40.13
2025-04-19,食023,36.11
2025-04-19,食024,50.92
2025-04-19,食025,79.71
2025-04-19,食026,26.86
2025-04-19,食027,64.01
2025-04-19,食028,65.36
2025-04-19,食029,13.03
2025-04-19,食030,58.65
2025-04-19,食031,27.49
2025-04-19,食032,15.73
2025-04-19,食033,98.27
2025-04-19,食034,104.9
2025-04-19,食035,88.44
2025-04-19,食036,38.1
2025-04-19,食037,16.33
2025-04-19,食038,70.19
2025-04-19,食039,48.08
2025-04-19,食040,20.59
2025-04-19,食041,52.72
2025-04-19,食042,13.19
2025-04-19,食043,92.26
2025-04-19,食044,32.1
2025-04-19,食045,73.48
2025-04-19,食046,36.87
2025-04-19,食047,58.58
2025-04-19,食048,62.43
2025-04-19,食049,26.17
2025-04-19,家000,103.54
2025-04-19,家001,82.92
2025-04-19,家002,91.22
2025-04-19,家003,94.91
2025-04-19,家004,63.33
2025-04-19,家005,90.89
2025-04-19,家006,18.55
2025-04-19,家007,31.32
2025-04-19,家008,15.41
2025-04-19,家009,38.89
2025-04-19,家010,49.33
2025-04-19,家011,34.68
2025-04-19,家012,98.52
2025-04-19,家013,40.62
2025-04-19,家014,35.77
2025-04-19,家015,60.61
2025-04-19,家016,23.31
2025-04-19,家017,86.87
2025-04-19,家018,18.52
2025-04-19,家019,102.01
2025-04-19,家020,90.88
2025-04-19,家021,29.91
2025-04-19,家022,11.47
2025-04-19,家023,93.33
2025-04-19,家024,72.87
2025-04-19,家025,73.49
2025-04-19,家026,80.76
2025-04-19,家027,15.99
2025-04-19,家028,36.04
2025-04-19,家029,18.65
2025-04-19,家030,85.07
2025-04-19,家031,65.09
2025-04-19,家032,42.24
2025-04-19,家033,16.09
2025-04-19,家034,38.66
2025-04-19,家035,35.18
2025-04-19,家036,70.12
2025-04-19,家037,67.95
2025-04-19,家038,92.13
2025-04-19,家039,55.22
2025-04-19,家040,19.57
2025-04-19,家041,73.24
2025-04-19,家042,72.13
2025-04-19,家043,63.14
2025-04-19,家044,74.78
2025-04-19,家045,52.97
2025-04-19,家046,60.16
2025-04-19,家047,49.7
2025-04-19,家048,11.99
2025-04-19,家049,21.43
2025-04-19,数000,13.07
2025-04-19,数001,71.05
2025-04-19,数002,39.73
2025-04-19,数003,51.76
2025-04-19,数004,92.46
2025-04-19,数005,32.27
2025-04-19,数006,47.02
2025-04-19,数007,77.2
2025-04-19,数008,31.86
2025-04-19,数009,14.52
2025-04-19,数010,34.48
2025-04-19,数011,23.49
2025-04-19,数012,88.03
2025-04-19,数013,75.8
2025-04-19,数014,68.86
2025-04-19,数015,94.56
2025-04-19,数016,73.99
2025-04-19,数017,29.24
2025-04-19,数018,96.3
2025-04-19,数019,48.42
2025-04-19,数020,77.66
2025-04-19,数021,87.78
2025-04-19,数022,38.76
2025-04-19,数023,20.31
2025-04-19,数024,28.33
2025-04-19,数025,50.22
2025-04-19,数026,98.29
2025-04-19,数027,98.53
2025-04-19,数028,11.55
2025-04-19,数029,52.16
2025-04-19,数030,45.55
2025-04-19,数031,32.3
2025-04-19,数032,21.49
2025-04-19,数033,39.74
2025-04-19,数034,96.43
2025-04-19,数035,37.91
2025-04-19,数036,61.95
2025-04-19,数037,76.82
2025-04-19,数038,42.93
2025-04-19,数039,105.23
2025-04-19,数040,97.07
2025-04-19,数041,34.45
2025-04-19,数042,62.69
2025-04-19,数043,37.17
2025-04-19,数044,35.71
2025-04-19,数045,12.15
2025-04-19,数046,70.79
2025-04-19,数047,52.88
2025-04-19,数048,15.03
2025-04-19,数049,33.94
2025-04-19,服000,93.56
2025-04-19,服001,32.36
2025-04-19,服002,22.37
2025-04-19,服003,52.8
2025-04-19,服004,94.56
2025-04-19,服005,31.69
2025-04-19,服006,67.29
2025-04-19,服007,90.08
2025-04-19,服008,31.16
2025-04-19,服009,78.71
2025-04-19,服010,44.59
2025-04-19,服011,71.72
2025-04-19,服012,68.47
2025-04-19,服013,62.74
2025-04-19,服014,20.57
2025-04-19,服015,82.6
2025-04-19,服016,38.65
2025-04-19,服017,28.26
2025-04-19,服018,14.02
2025-04-19,服019,62.23
2025-04-19,服020,66.63
2025-04-19,服021,12.01
2025-04-19,服022,58.05
2025-04-19,服023,25.38
2025-04-19,服024,66.5
2025-04-19,服025,26.31
2025-04-19,服026,76.19
2025-04-19,服027,43.72
2025-04-19,服028,95.95
2025-04-19,服029,21.48
2025-04-19,服030,41.32
2025-04-19,服031,17.14
2025-04-19,服032,97.54
2025-04-19,服033,91.16
2025-04-19,服034,31.92
2025-04-19,服035,68.8
2025-04-19,服036,93.81
2025-04-19,服037,59.92
2025-04-19,服038,51.91
2025-04-19,服039,31.76
2025-04-19,服040,18.73
2025-04-19,服041,93.38
2025-04-19,服042,88.6
2025-04-19,服043,62.36
2025-04-19,服044,36.59
2025-04-19,服045,36.11
2025-04-19,服046,76.56
2025-04-19,服047,83.24
